id,image_id,caption
Digital Scholarship in the Humanities-588,Digital Scholarship in the Humanities-588-fig3,"Pca of the epistolaria by Hildegard, Guibert, and Bernard (10,000 lemmas/sample)"
Digital Scholarship in the Humanities-588,Digital Scholarship in the Humanities-588-fig4.,"(a–c) Boxplots of the absolute frequencies of in, et, and non in epistolary samples of 2,000 lemmas"
Digital Scholarship in the Humanities-588,Digital Scholarship in the Humanities-588-fig5,"(a and b) Pcas with reduced sample sizes (5,000 and 1,000 lemmas/sample)"
Digital Scholarship in the Humanities-588,Digital Scholarship in the Humanities-588-fig6,Cross-validation using Delta (dotted lowess line fitted)
Digital Scholarship in the Humanities-588,Digital Scholarship in the Humanities-588-fig7,Attribution of an anonymized sermo X to the Bernardian corpus
Digital Scholarship in the Humanities-588,Digital Scholarship in the Humanities-588-fig8,"Pca of the epistolarium of Guibert, of the letters of Hildegard transmitted without Guibert’s editorial assistance, and of the Guibertian letters in Hildegard’s epistolarium (5,000 lemmas/sample)"
Digital Scholarship in the Humanities-588,Digital Scholarship in the Humanities-588-fig9,"MS Ghent, University Library, 241, p. 370 (detail). Reproduced with permission"
Digital Scholarship in the Humanities-588,Digital Scholarship in the Humanities-588-fig10,Results of Mann–Whitney test (U statistic) comparing the vocabulary in Hildegard’s epistolarium before and during Guibert’s secretaryship
Digital Scholarship in the Humanities-588,Digital Scholarship in the Humanities-588-fig11,Pcas including the Visio de Sancto Martino and the Visio ad Guibertum missa
Digital Scholarship in the Humanities-590,Digital Scholarship in the Humanities-590-fig1,"Dependence of attribution accuracy and length of text samples: 63 English novels (200 MFWs tested). Black circles indicate the ‘bags of words’ type of sampling, gray circles indicate excerpted passages"
Digital Scholarship in the Humanities-590,Digital Scholarship in the Humanities-590-fig2,Dependence of attribution accuracy and length of text samples: 64 Hungarian novels
Digital Scholarship in the Humanities-590,Digital Scholarship in the Humanities-590-fig3,Dependence of attribution accuracy and length of text samples: 66 German novels
Digital Scholarship in the Humanities-590,Digital Scholarship in the Humanities-590-fig4,Dependence of attribution accuracy and length of text samples: 69 Polish novels
Digital Scholarship in the Humanities-590,Digital Scholarship in the Humanities-590-fig5,Dependence of attribution accuracy and length of text samples: 94 Latin prose texts
Digital Scholarship in the Humanities-590,Digital Scholarship in the Humanities-590-fig6,Dependence of attribution accuracy and length of text samples: 72 Ancient Greek prose texts
Digital Scholarship in the Humanities-590,Digital Scholarship in the Humanities-590-fig7,Dependence of attribution accuracy and length of text samples: 32 English epic poems
Digital Scholarship in the Humanities-590,Digital Scholarship in the Humanities-590-fig8,Dependence of attribution accuracy and length of text samples: 30 Ancient Greek epic poems
Digital Scholarship in the Humanities-590,Digital Scholarship in the Humanities-590-fig9,Dependence of attribution accuracy and length of chunks within 8192-word samples: 63 English novels
Digital Scholarship in the Humanities-590,Digital Scholarship in the Humanities-590-fig10,"Cross-validation scores for Delta, SVM, and k-NN with 200 MFWs analyzed: 63 English novels"
Digital Scholarship in the Humanities-590,Digital Scholarship in the Humanities-590-fig11,"Cross-validation scores for Delta, SVM, and k-NN combined with MFWs, POS-tag 3-grams, character 3-grams, and character 4-grams: 63 English novels (trend lines only, particular observations omitted for clarity)"
Digital Scholarship in the Humanities-590,Digital Scholarship in the Humanities-590-fig12,"Dependence of attribution accuracy, length of samples, and number of MFWs analyzed: 63 English novels"
Digital Scholarship in the Humanities-590,Digital Scholarship in the Humanities-590-fig13,"Principal components analysis of 28 English novels: 1,000 randomly excerpted words from each novel, 100 MFWs analyzed"
Digital Scholarship in the Humanities-590,Digital Scholarship in the Humanities-590-fig14,"Principal components analysis of 28 English novels: 1,000 randomly excerpted words from each novel, 100 MFWs analyzed"
Digital Scholarship in the Humanities-591,Digital Scholarship in the Humanities-591-fig1,Illustration of the NER OpenRefine extension
Digital Scholarship in the Humanities-591,Digital Scholarship in the Humanities-591-fig2,Front-end display of the descriptive field
Digital Scholarship in the Humanities-591,Digital Scholarship in the Humanities-591-fig3,The overlap between NER results of different services
Digital Scholarship in the Humanities-593,Digital Scholarship in the Humanities-593-fig1,OPPRA’s main classes and properties
Digital Scholarship in the Humanities-593,Digital Scholarship in the Humanities-593-fig2,Structured data extracted from an example publication
Digital Scholarship in the Humanities-593,Digital Scholarship in the Humanities-593-fig3,OPPRA-based gazetteer executed on GATE
Digital Scholarship in the Humanities-593,Digital Scholarship in the Humanities-593-fig4,Overview of system architecture
Digital Scholarship in the Humanities-593,Digital Scholarship in the Humanities-593-fig5,User interface allowing users to select a sentence and edit the automatically extracted triples
Digital Scholarship in the Humanities-593,Digital Scholarship in the Humanities-593-fig6,Screenshots of the visualization (left) and exporting/publishing (right) of RDF data
Digital Scholarship in the Humanities-593,Digital Scholarship in the Humanities-593-fig7,"Search interface—results, visualization, and full sentence from original document"
Digital Scholarship in the Humanities-594,Digital Scholarship in the Humanities-594-fig1,"Data display, interpretation, and table modification"
Digital Scholarship in the Humanities-594,Digital Scholarship in the Humanities-594-fig2,Graphic attributes: activators
Digital Scholarship in the Humanities-594,Digital Scholarship in the Humanities-594-fig3,Activators as inflectors
Digital Scholarship in the Humanities-594,Digital Scholarship in the Humanities-594-fig4,Dimensions
Digital Scholarship in the Humanities-594,Digital Scholarship in the Humanities-594-fig5,Point of view
Digital Scholarship in the Humanities-594,Digital Scholarship in the Humanities-594-fig6,Layers
Digital Scholarship in the Humanities-594,Digital Scholarship in the Humanities-594-fig7,Slicing
Digital Scholarship in the Humanities-594,Digital Scholarship in the Humanities-594-fig8,Annotation
Digital Scholarship in the Humanities-594,Digital Scholarship in the Humanities-594-fig9,Tilt
Digital Scholarship in the Humanities-594,Digital Scholarship in the Humanities-594-fig10,Projection
Digital Scholarship in the Humanities-594,Digital Scholarship in the Humanities-594-fig11,Generative
Digital Scholarship in the Humanities-594,Digital Scholarship in the Humanities-594-fig12,Relative scales
Digital Scholarship in the Humanities-594,Digital Scholarship in the Humanities-594-fig13,Fold
Digital Scholarship in the Humanities-594,Digital Scholarship in the Humanities-594-fig14,Parallax
Digital Scholarship in the Humanities-594,Digital Scholarship in the Humanities-594-fig15,Split
Digital Scholarship in the Humanities-594,Digital Scholarship in the Humanities-594-fig16,Wireframe scheme of project space
Digital Scholarship in the Humanities-595,Digital Scholarship in the Humanities-595-fig1,The identification flow of 134 instances of speech acts
Digital Scholarship in the Humanities-595,Digital Scholarship in the Humanities-595-fig2,The screenshot for the thirteen-tier annotation
Digital Scholarship in the Humanities-595,Digital Scholarship in the Humanities-595-fig3,The screenshot of ‘complaint’ speech act annotation
Digital Scholarship in the Humanities-595,Digital Scholarship in the Humanities-595-fig4,A tree structure of the syntagmatic representation of data
