,X,id,title,date,authors,affiliations,doi,journal
407,407,llc-407,The MayaArch3D project: A 3D WebGIS for analyzing ancient architecture and landscapes,2013,Jennifer von Schwerin; Heather Richards-Rissetto; Fabio Remondino; Giorgio Agugiaro; Gabrio Girardi,"von Schwerin, Jennifer:Commission for the Archaeology of Non-European Cultures, German Archaeological Institute, 53173 Bonn, Germany;  Richards-Rissetto, Heather:3D Optical Metrology Unit, Bruno Kessler Foundation, Trento, Italy and Department of Anthropology, University of New Mexico, Albuquerque, New Mexico, USA;  Remondino, Fabio:3D Optical Metrology Unit, Bruno Kessler Foundation, Trento, Italy;  Agugiaro, Giorgio:3D Optical Metrology Unit, Bruno Kessler Foundation, Trento, Italy;  Girardi, Gabrio:Graphitech Center for Advanced Computer Graphics Technologies, Trento, Italy",https://doi.org/10.1093/llc/fqt059,LLC
408,408,llc-408,Pundit: augmenting web contents with semantics,2013,Marco Grassi; Christian Morbidoni; Michele Nucci; Simone Fonda; Francesco Piazza,"Grassi, Marco:Semedia, Università Politecnica delle Marche, Italy;  Morbidoni, Christian:Semedia, Università Politecnica delle Marche, Italy;  Nucci, Michele:Semedia, Università Politecnica delle Marche, Italy;  Fonda, Simone:Net7 SRL, Italy;  Piazza, Francesco:Semedia, Università Politecnica delle Marche, Italy",https://doi.org/10.1093/llc/fqt060,LLC
409,409,llc-409,Investigating the relatedness of the endangered Dogon languages,2013,Steven Moran; Jelena Prokić,"Moran, Steven:University of Marburg and University of Zurich;  Prokić, Jelena:University of Marburg",https://doi.org/10.1093/llc/fqt061,LLC
410,410,llc-410,Introduction,2013,Paul Spence; Susan Brown; Jan Christoph Meister,"Spence, Paul:King’s College London, UK;  Brown, Susan:University of Alberta, Department of English and Film Studies, and University of Guelph, School of English and Theatre Studies, Canada;  Meister, Jan Christoph:University of Hamburg, Germany",https://doi.org/10.1093/llc/fqt062,LLC
411,411,llc-411,A data-centred ‘virtual laboratory’ for the humanities: Designing the Australian Humanities Networked Infrastructure (HuNI) service,2013,Toby Burrows,"Burrows, Toby:Information Services, University of Western Australia, Crawley WA, Australia",https://doi.org/10.1093/llc/fqt064,LLC
412,412,Digital Scholarship in the Humanities-412,Analysis of variation significance in artificial traditions using Stemmaweb,2014,Tara L. Andrews,"Andrews, Tara L.:Digital Humanities, Universität Bern, Switzerland",https://doi.org/10.1093/llc/fqu072,DSH
413,413,Digital Scholarship in the Humanities-413,The silva portentosa of stemmatology: Bifurcation in the recension of Old Norse manuscripts,2015,Odd Einar Haugen,"Haugen, Odd Einar:University of Bergen, Norway",https://doi.org/10.1093/llc/fqv002,DSH
414,414,Digital Scholarship in the Humanities-414,Lines of succession in an English ballad tradition: The publishing history and textual descent of The Wandering Jew’s Chronicle,2015,Giles Bergel; Christopher J. Howe; Heather F. Windram,"Bergel, Giles:Faculty of English Language and Literature, University of Oxford, Oxford, UK;  Howe, Christopher J.:Department of Biochemistry, University of Cambridge, Cambridge, UK;  Windram, Heather F.:Department of Biochemistry, University of Cambridge, Cambridge, UK",https://doi.org/10.1093/llc/fqv003,DSH
415,415,Digital Scholarship in the Humanities-415,Computer-assisted stemmatology in studying Paulus Juusten's 16th-century chronicle Catalogus et ordinaria successio Episcoporum Finlandensium,2015,Marko Halonen,"Halonen, Marko:University of Helsinki, Finland",https://doi.org/10.1093/llc/fqv004,DSH
416,416,Digital Scholarship in the Humanities-416,Oral fairy tale or literary fake? Investigating the origins of Little Red Riding Hood using phylogenetic network analysis,2015,Jamshid Tehrani; Quan Nguyen; Teemu Roos,"Tehrani, Jamshid:Department of Anthropology, Durham University, Durham, UK;  Nguyen, Quan:Department of Computer Science and Helsinki Institute for Information Technology, FI-0014 University of Helsinki, Helsinki;  Roos, Teemu:Department of Computer Science and Helsinki Institute for Information Technology, FI-0014 University of Helsinki, Helsinki",https://doi.org/10.1093/llc/fqv016,DSH
417,417,Digital Scholarship in the Humanities-417,The genealogy of texts: Manuscript traditions and textual traditions,2015,Barbara Bordalejo,"Bordalejo, Barbara:KU Leuven, Faculteit Letteren, Belgium",https://doi.org/10.1093/llc/fqv038,DSH
418,418,Digital Scholarship in the Humanities-418,Four rules for the application of phylogenetics in the analysis of textual traditions,2015,Peter Robinson,"Robinson, Peter:University of Saskatchewan, Canada",https://doi.org/10.1093/llc/fqv065,DSH
419,419,Digital Scholarship in the Humanities-419,Open versus closed recensions (Pasquali): Pros and cons of some methods for computer-assisted stemmatology,2016,Marina Buzzoni; Eugenio Burgio; Martina Modena; Samuela Simion,"Buzzoni, Marina:Department of Linguistics and Comparative Cultural Studies, Ca’ Foscari University of Venice, Italy;  Burgio, Eugenio:Department of Humanities, Ca’ Foscari University of Venice, Italy;  Modena, Martina:Department of Humanities, Ca’ Foscari University of Venice, Italy;  Simion, Samuela:Department of Humanities, Ca’ Foscari University of Venice, Italy",https://doi.org/10.1093/llc/fqw014,DSH
420,420,Digital Scholarship in the Humanities-420,Thematic Section on Studia Stemmatologica,2016,Tuomas Heikkilä; Teemu Roos,"Heikkilä, Tuomas:Institutum Romanum Finlandiae, Italy;  Roos, Teemu:Helsinki Institute for Information Technology HIIT, University of Helsinki, Finland",https://doi.org/10.1093/llc/fqw038,DSH
421,421,Digital Scholarship in the Humanities-421,Literary detective work on the computer. Michael P. Oakes,2016,Walter Daelemans,"Daelemans, Walter:None",https://doi.org/10.1093/llc/fqw055,DSH
422,422,Digital Scholarship in the Humanities-422,Geographical patterns of formality variation in written Standard California English,2014,Costanza Asnaghi; Dirk Speelman; Dirk Geeraerts,"Asnaghi, Costanza:Quantitative Lexicology and Variational Linguistics Research Unit, University of Leuven, Belgium;  Speelman, Dirk:Quantitative Lexicology and Variational Linguistics Research Unit, University of Leuven, Belgium;  Geeraerts, Dirk:Quantitative Lexicology and Variational Linguistics Research Unit, University of Leuven, Belgium",https://doi.org/10.1093/llc/fqu060,DSH
423,423,Digital Scholarship in the Humanities-423,Citation segmentation from sparse &amp; noisy data: A joint inference approach with Markov logic networks,2014,Dustin Heckmann; Anette Frank; Matthias Arnold; Peter Gietz; Christian Roth,"Heckmann, Dustin:Department of Computational Linguistics, Heidelberg University, Germany;  Frank, Anette:Department of Computational Linguistics, Heidelberg University, Germany;  Arnold, Matthias:Cluster of Excellence “Asia and Europe”, Heidelberg University, Germany;  Gietz, Peter:Cluster of Excellence “Asia and Europe”, Heidelberg University, Germany;  Roth, Christian:Cluster of Excellence “Asia and Europe”, Heidelberg University, Germany",https://doi.org/10.1093/llc/fqu061,DSH
424,424,Digital Scholarship in the Humanities-424,Discriminative reranking for context-sensitive spell–checker,2014,Behzad Mirzababaei; Heshaam Faili,"Mirzababaei, Behzad:School of Electrical and Computer Engineering, College of Engineering, University of Tehran, Tehran, Iran, Natural Language Processing Laboratory, School of Electrical and Computer Engineering, College of Engineering, Campus no. 2, North Kargar Ave. P. O. Box 14395/515, Tehran, Iran School of Computer Science, Institute for Research in Fundamental Science (IPM), P. O. Box 19395-5746, Tehran, Iran;  Faili, Heshaam:School of Electrical and Computer Engineering, College of Engineering, University of Tehran, Tehran, Iran, Natural Language Processing Laboratory, School of Electrical and Computer Engineering, College of Engineering, Campus no. 2, North Kargar Ave. P. O. Box 14395/515, Tehran, Iran School of Computer Science, Institute for Research in Fundamental Science (IPM), P. O. Box 19395-5746, Tehran, Iran",https://doi.org/10.1093/llc/fqu062,DSH
425,425,Digital Scholarship in the Humanities-425,Tensions and tenets of socialized scholarship,2015,Susan Brown,"Brown, Susan:School of English and Theatre Studies, University of Guelph, Canada and Department of English and Film Studies, University of Alberta, Canada",https://doi.org/10.1093/llc/fqu063,DSH
426,426,Digital Scholarship in the Humanities-426,Significance testing of word frequencies in corpora,2014,Jefrey Lijffijt; Terttu Nevalainen; Tanja Säily; Panagiotis Papapetrou; Kai Puolamäki; Heikki Mannila,"Lijffijt, Jefrey:Aalto University and University of Bristol;  Nevalainen, Terttu:University of Helsinki;  Säily, Tanja:University of Helsinki;  Papapetrou, Panagiotis:Aalto University and Stockholm University;  Puolamäki, Kai:Aalto University and Finnish Institute of Occupational Health;  Mannila, Heikki:Aalto University",https://doi.org/10.1093/llc/fqu064,DSH
427,427,Digital Scholarship in the Humanities-427,Twitter corpus creation: The case of a Malay Chat-style-text Corpus (MCC),2014,Mohammad Arshi Saloot; Norisma Idris; AiTi Aw; Dirk Thorleuchter,"Arshi Saloot, Mohammad:University of Malaya, Malaysia and Institute for Infocomm Research (I2R), A*STAR, Singapore;  Idris, Norisma:University of Malaya, Malaysia;  Aw, AiTi:Institute for Infocomm Research (I2R), A*STAR, Singapore;  Thorleuchter, Dirk:Fraunhofer INT, Euskirchen, Appelsgarten 2, Germany",https://doi.org/10.1093/llc/fqu066,DSH
428,428,Digital Scholarship in the Humanities-428,Analysis on Chinese quantitative stylistic features based on text mining,2014,Renkui Hou; Minghu Jiang,"Hou, Renkui:Laboratory of Computational Linguistics, School of Humanities, Tsinghua University, Beijing, China;  Jiang, Minghu:Laboratory of Computational Linguistics, School of Humanities, Tsinghua University, Beijing, China",https://doi.org/10.1093/llc/fqu067,DSH
429,429,Digital Scholarship in the Humanities-429,A new chronology for Shakespeare’s plays,2014,Douglas Bruster; Geneviève Smith,"Bruster, Douglas:University of Texas at Austin;  Smith, Geneviève:University of Texas at Austin",https://doi.org/10.1093/llc/fqu068,DSH
430,430,Digital Scholarship in the Humanities-430,Vocabulary decay in category romance,2014,Jack Elliott,"Elliott, Jack:Centre for Literary and Linquistic Computing, University of Newcastle, Australia",https://doi.org/10.1093/llc/fqu069,DSH
431,431,Digital Scholarship in the Humanities-431,The apocalypse on Twitter,2015,Theo Meder; Dong Nguyen; Rilana Gravel,"Meder, Theo:Meertens Institute, University of Twente and University of Leiden;  Nguyen, Dong:Meertens Institute, University of Twente and University of Leiden;  Gravel, Rilana:Meertens Institute, University of Twente and University of Leiden",https://doi.org/10.1093/llc/fqu073,DSH
432,432,Digital Scholarship in the Humanities-432,Phonetic-based Sindhi spellchecker system using a hybrid model,2015,Zeeshan Bhatti; Imdad Ali Ismaili; Dil Nawaz Hakro; Waseem Javid Soomro,"Bhatti, Zeeshan:Institute of Information and Communication Technology, University of Sindh, Jamshoro, Pakistan;  Ali Ismaili, Imdad:Institute of Information and Communication Technology, University of Sindh, Jamshoro, Pakistan;  Nawaz Hakro, Dil:School of Computer Sciences, University Sains Malaysia, Malaysia;  Javid Soomro, Waseem:Institute of Information and Communication Technology, University of Sindh, Jamshoro, Pakistan",https://doi.org/10.1093/llc/fqv005,DSH
433,433,Digital Scholarship in the Humanities-433,"Towards an intellectual history of digitization: Myths, dystopias, and discursive shifts in museum computing",2015,Andrea Sartori,"Sartori, Andrea:University of Florence, Italy",https://doi.org/10.1093/llc/fqv006,DSH
434,434,Digital Scholarship in the Humanities-434,Latin word stemming using Wiktionary,2015,Richard Khoury; Francesca Sapsford,"Khoury, Richard:Lakehead University, Canada;  Sapsford, Francesca:Birmingham, UK",https://doi.org/10.1093/llc/fqv008,DSH
435,435,Digital Scholarship in the Humanities-435,Stylometric model for detecting oath expressions: A case study for Quranic texts,2014,Ahmad Alqurneh; Aida Mustapha; Masrah Azrifah Azmi Murad; Nurfadhlina Mohd Sharef,"Alqurneh, Ahmad:None;  Mustapha, Aida:None;  Azmi Murad, Masrah Azrifah:None;  Sharef, Nurfadhlina Mohd:None",https://doi.org/10.1093/llc/fqu038,DSH
436,436,Digital Scholarship in the Humanities-436,"Vafa spell-checker for detecting spelling, grammatical, and real-word errors of Persian language",2014,Heshaam Faili; Nava Ehsan; Mortaza Montazery; Mohammad Taher Pilehvar,"Faili, Heshaam:None;  Ehsan, Nava:None;  Montazery, Mortaza:None;  Pilehvar, Mohammad Taher:None",https://doi.org/10.1093/llc/fqu043,DSH
437,437,Digital Scholarship in the Humanities-437,Semantic role induction in Persian: An unsupervised approach by using probabilistic models,2014,Parisa Saeedi; Heshaam Faili; Azadeh Shakery,"Saeedi, Parisa:None;  Faili, Heshaam:None;  Shakery, Azadeh:None",https://doi.org/10.1093/llc/fqu044,DSH
438,438,Digital Scholarship in the Humanities-438,Finite-state transducer for Amazigh verbal morphology,2014,Fadoua Ataa Allah,"Ataa Allah, Fadoua:None",https://doi.org/10.1093/llc/fqu045,DSH
439,439,Digital Scholarship in the Humanities-439,Identifying translationese at the word and sub-word level,2014,Ehud Alexander Avner; Noam Ordan; Shuly Wintner,"Avner, Ehud Alexander:None;  Ordan, Noam:None;  Wintner, Shuly:None",https://doi.org/10.1093/llc/fqu047,DSH
440,440,Digital Scholarship in the Humanities-440,A dependency treebank of Chinese Buddhist texts,2014,John Lee; Yin Hei Kong,"Lee, John:None;  Kong, Yin Hei:None",https://doi.org/10.1093/llc/fqu048,DSH
441,441,Digital Scholarship in the Humanities-441,"Knowledge-rich, computer-assisted composition of Chinese couplets",2014,John Lee; Ying Cheuk Hui; Yin Hei Kong,"Lee, John:None;  Hui, Ying Cheuk:None;  Kong, Yin Hei:None",https://doi.org/10.1093/llc/fqu052,DSH
442,442,Digital Scholarship in the Humanities-442,ANNIS3: A new architecture for generic corpus query and visualization,2014,Thomas Krause; Amir Zeldes,"Krause, Thomas:None;  Zeldes, Amir:None",https://doi.org/10.1093/llc/fqu057,DSH
443,443,Digital Scholarship in the Humanities-443,The sense of a connection: Automatic tracing of intertextuality by meaning,2014,Walter Scheirer; Christopher Forstall; Neil Coffee,"Scheirer, Walter:None;  Forstall, Christopher:None;  Coffee, Neil:None",https://doi.org/10.1093/llc/fqu058,DSH
444,444,Digital Scholarship in the Humanities-444,Automatically identifying blend splinters that are morpheme candidates,2014,David Correia Saavedra,"Correia Saavedra, David:None",https://doi.org/10.1093/llc/fqu059,DSH
445,445,Digital Scholarship in the Humanities-445,A Brazilian contribution to teaching Geolinguistics from a tool for generating and for visualizing linguistic maps,2014,Rodrigo Duarte Seabra; Valter Pereira Romano; Vanderci de Andrade Aguilera; Nathan Oliveira,"Seabra, Rodrigo Duarte:None;  Romano, Valter Pereira:None;  Aguilera, Vanderci de Andrade:None;  Oliveira, Nathan:None",https://doi.org/10.1093/llc/fqu065,DSH
446,446,Digital Scholarship in the Humanities-446,Towards the construction of a field: The developments and implications of mobile assisted language learning (MALL),2014,Gi-Zen Liu; Hui-Ching Lu; Chun-Ting Lai,"Liu, Gi-Zen:None;  Lu, Hui-Ching:None;  Lai, Chun-Ting:None",https://doi.org/10.1093/llc/fqu070,DSH
447,447,Digital Scholarship in the Humanities-447,"The Essay/ontology Workflow, Challenges in Combining Formal and Interpretive Methods",2014,Miguel Escobar Varela,"Escobar Varela, Miguel:None",https://doi.org/10.1093/llc/fqu071,DSH
448,448,Digital Scholarship in the Humanities-448,"Information 2.0: New Models of Information Production, Distribution and Consumption, 2nd Edition. Martin De Saulles.",2015,Harriett E. Green,"Green, Harriett E.:None",https://doi.org/10.1093/llc/fqv055,DSH
449,449,Digital Scholarship in the Humanities-449,"Martin Paul Eve, Open Access and the Humanities: Contexts, Controversies and the Future.",2015,Lisa Spiro,"Spiro, Lisa:None",https://doi.org/10.1093/llc/fqv056,DSH
450,450,Digital Scholarship in the Humanities-450,Rhetoric and the Digital Humanities. Jim Ridolfo and William Hart-Davidson (eds.).,2015,Ken S. McAllister,"McAllister, Ken S.:None",https://doi.org/10.1093/llc/fqv059,DSH
451,451,Digital Scholarship in the Humanities-451,Cultural Heritage Information: Access and Management. Ian Ruthven and G. G. Chowdhury (eds).,2015,Kathleen M. Smith,"Smith, Kathleen M.:None",https://doi.org/10.1093/llc/fqv060,DSH
452,452,Digital Scholarship in the Humanities-452,The Walt Whitman Archive and the prospects for social editing,2016,Kenneth M. Price,"Price, Kenneth M.:University of Nebraska—Lincoln, USA",https://doi.org/10.1093/llc/fqw056,DSH
453,453,Digital Scholarship in the Humanities-453,"In the Garden and in the Ark: The belles lettres, aetiological tales, and narrative explanatory trajectories—The concept of an architecture combining phono-semantic matching, and NLP story-generation",2016,Ephraim Nissan,"Nissan, Ephraim:1 Goldsmiths’ College, University of London, UK",https://doi.org/10.1093/llc/fqw040,DSH
